movieId,title,genres,year,rated,runtime,director,writer,actors,plot,language,country,awards,imdb_rating,imdb_votes
3308,The Flamingo Kid,Comedy|Drama,1984,PG-13,100 min,Garry Marshall,Garry Marshall (screenplay)|Neal Marshall (story and screenplay),"Matt Dillon, Hector Elizondo, Molly McCarthy, Martha Gehman","A recent high school graduate unsure of his future gets a summer job at the Flamingo beach club, and meets the charismatic Phil Brody.",English,USA,N/A,6.2,4238.0
475,In the Name of the Father,Drama,1993,R,133 min,Jim Sheridan,"""Gerry Conlon (autobiographical book """"Proved Innocent"""")|Jim Sheridan (screenplay)|Terry George (screenplay)""","Alison Crosbie, Daniel Day-Lewis, Philip King, Emma Thompson",A man's coerced confession to an IRA bombing he did not commit results in the imprisonment of his father as well. An English lawyer fights to free them.,English,Ireland|UK|USA,Nominated for 7 Oscars. Another 7 wins & 33 nominations.,8.1,138581.0
1719,The Sweet Hereafter,Drama,1997,R,112 min,Atom Egoyan,Atom Egoyan (screenplay)|Russell Banks (novel),"Ian Holm, Caerthan Banks, Sarah Polley, Tom McCamus","A bus crash in a small town brings a lawyer to the town to defend the families, but he discovers that everything is not what it seems.",English,Canada,Nominated for 2 Oscars. Another 33 wins & 52 nominations.,7.6,29681.0
2425,The General,Crime,1998,R,124 min,John Boorman,John Boorman|Paul Williams (novel),"Brendan Gleeson, Adrian Dunbar, Sean McGinley, Maria Doyle Kennedy","The real-life story of Dublin folk hero and criminal Martin Cahill, who pulled off two daring robberies in Ireland with his team, but attracted unwanted attention from the police, the I.R.A., the U.V.F., and members of his own team.",English,Ireland|UK,9 wins & 14 nominations.,7.3,7451.0
2859,Stop Making Sense,Documentary|Musical,1984,NOT RATED,88 min,Jonathan Demme,Jonathan Demme|Talking Heads,"Bernie Worrell, Alex Weir, Steven Scales, Lynn Mabry",An innovative concert movie for the rock group The Talking Heads.,English,USA,2 wins & 1 nomination.,8.5,10532.0
1204,Lawrence of Arabia,Adventure|Drama|War,1962,PG,216 min,David Lean,Michael Wilson (screenplay)|Robert Bolt (screenplay)|T.E. Lawrence (writings),"Peter O'Toole, Alec Guinness, Anthony Quinn, Jack Hawkins","The story of T.E. Lawrence, the English officer who successfully united and led the diverse, often warring, Arab tribes during World War I in order to fight the Turks.",Arabic|English|Turkish,UK,Won 7 Oscars. Another 23 wins & 14 nominations.,8.3,237218.0
2973,Crimes and Misdemeanors,Comedy|Crime|Drama,1989,PG-13,104 min,Woody Allen,Woody Allen,"Bill Bernstein, Martin Landau, Claire Bloom, Stephanie Roth Haberle",An ophthalmologist's mistress threatens to reveal their affair to his wife while a married documentary filmmaker is infatuated with another woman.,English|Hebrew,USA,Nominated for 3 Oscars. Another 16 wins & 21 nominations.,8.0,49495.0
1009,Escape to Witch Mountain,Adventure|Children|Fantasy,1975,G,97 min,John Hough,Alexander Key (based on the book by)|Robert Malcolm Young (screenplay),"Eddie Albert, Ray Milland, Donald Pleasence, Kim Richards",Two mysterious orphan children have extraordinary powers and are chased by a scheming millionaire. But where do these kids really call home?,English,USA,N/A,6.4,8174.0
954,Mr. Smith Goes to Washington,Drama,1939,NOT RATED,129 min,Frank Capra,Lewis R. Foster (story)|Sidney Buchman (screen play),"Jean Arthur, James Stewart, Claude Rains, Edward Arnold","A naive man is appointed to fill a vacancy in the United States Senate. His plans promptly collide with political corruption, but he doesn't back down.",English,USA,Won 1 Oscar. Another 4 wins & 12 nominations.,8.2,96857.0
1217,Ran,Drama|War,1985,R,162 min,Akira Kurosawa,Akira Kurosawa (screenplay)|Hideo Oguni (screenplay)|Masato Ide (screenplay)|William Shakespeare (play),"Tatsuya Nakadai, Akira Terao, Jinpachi Nezu, Daisuke Ryû","In Medieval Japan, an elderly warlord retires, handing over his empire to his three sons. However, he vastly underestimates how the new-found power will corrupt them and cause them to turn on each other...and him.",Japanese,France|Japan,Won 1 Oscar. Another 28 wins & 21 nominations.,8.2,97730.0
2208,The Lady Vanishes,Drama|Mystery|Thriller,1938,NOT RATED,96 min,Alfred Hitchcock,"""Ethel Lina White (based upon the story by: """"The Wheel Spins"""")|Frank Launder (screen play)|Sidney Gilliat (screen play)""","Margaret Lockwood, Michael Redgrave, Paul Lukas, May Whitty","While travelling in continental Europe, a rich young playgirl realizes that an elderly lady seems to have disappeared from the train.",English|French|German|Italian,UK,1 win & 1 nomination.,7.9,42117.0
